,own,rent,schools,college,TechPool_Score,EduAtt_Score,Crime_Score,Diversity_Score,Refreshments,Accomodations,Emergency,Errands,Fitness,airport,walk,Climate Score,Pollution Score
0,3,2,1,2,3,2,1,1,2,2,2,2,2,1,2,1,1
