,Latitude,Longitude,Number of schools,Rating,Schools,Site Name
708,30.4015,-97.7268,20,4.6,Saint Louis King of France Catholic Church & School,The Domain
709,30.4015,-97.7268,20,4.9,Emler Swim School of Austin-Anderson Mill,The Domain
710,30.4015,-97.7268,20,5,Murchison Middle School Paragliding and Hang Gliding Practice Hill,The Domain
711,30.4015,-97.7268,20,4.2,Austin Classical School,The Domain
712,30.4015,-97.7268,20,4.3,French School of Austin - Ecole Jean Jacques Rousseau,The Domain
713,30.4015,-97.7268,20,NAN,Lanier Junior High School,The Domain
714,30.4015,-97.7268,20,NAN,Austin's Pioneer Montessori School,The Domain
715,30.4015,-97.7268,20,5,IUIC School,The Domain
716,30.4015,-97.7268,20,4.8,Northwest School of Music -- Austin Music Lessons,The Domain
717,30.4015,-97.7268,20,4.3,Webb Primary School,The Domain
718,30.4015,-97.7268,20,NAN,Austin Texas Real Estate License School,The Domain
719,30.4015,-97.7268,20,4.7,Round Rock ISD Performing Arts Center,The Domain
720,30.4014,-97.7147,20,3,McNeil High School,Bardmoor Campus
721,30.4014,-97.7147,20,3.6,Westwood High School,Bardmoor Campus
722,30.4014,-97.7147,20,4.4,St. Theresa's Catholic School,Bardmoor Campus
723,30.4014,-97.7147,20,NAN,St Matthews Episcopal Day School,Bardmoor Campus
724,30.4014,-97.7147,20,3.4,Pflugerville High School,Bardmoor Campus
725,30.4014,-97.7147,20,5,Magellan International School - Preschool Campus,Bardmoor Campus
726,30.4014,-97.7147,20,NAN,Anderson High School Applied Technology Building,Bardmoor Campus
727,30.4014,-97.7147,20,5,Casa de Niños Bilingual Montessori School,Bardmoor Campus
728,30.4014,-97.7147,20,4.3,Austin Graduate School of Theology,Bardmoor Campus
729,30.4014,-97.7147,20,4.6,Saint Louis King of France Catholic Church & School,Bardmoor Campus
730,30.4014,-97.7147,20,4.9,Emler Swim School of Austin-Anderson Mill,Bardmoor Campus
731,30.4014,-97.7147,20,5,Murchison Middle School Paragliding and Hang Gliding Practice Hill,Bardmoor Campus
732,30.4014,-97.7147,20,NAN,Support Services - Pflugerville Independent School,Bardmoor Campus
733,30.4014,-97.7147,20,4.2,Austin Classical School,Bardmoor Campus
734,30.4014,-97.7147,20,4.3,French School of Austin - Ecole Jean Jacques Rousseau,Bardmoor Campus
735,30.4014,-97.7147,20,NAN,Lanier Junior High School,Bardmoor Campus
736,30.4014,-97.7147,20,NAN,Austin's Pioneer Montessori School,Bardmoor Campus
737,30.4014,-97.7147,20,5,IUIC School,Bardmoor Campus
738,30.4014,-97.7147,20,4.8,Northwest School of Music -- Austin Music Lessons,Bardmoor Campus
739,30.4014,-97.7147,20,4.3,Webb Primary School,Bardmoor Campus
740,30.4704,-97.7701,20,3.7,Vandegrift High School,Robinson Ranch
741,30.4704,-97.7701,20,3,McNeil High School,Robinson Ranch
742,30.4704,-97.7701,20,3.6,Westwood High School,Robinson Ranch
743,30.4704,-97.7701,20,3.7,Round Rock High School,Robinson Ranch
744,30.4704,-97.7701,20,3.2,Cedar Valley Middle School,Robinson Ranch
745,30.4704,-97.7701,20,3.2,Patsy Sommer Elementary,Robinson Ranch
746,30.4704,-97.7701,20,5,Casa de Niños Bilingual Montessori School,Robinson Ranch
747,30.4704,-97.7701,20,3.8,Brushy Creek Elementary School,Robinson Ranch
748,30.4704,-97.7701,20,5,Northwest Spanish School,Robinson Ranch
749,30.4704,-97.7701,20,4.9,Emler Swim School of Austin-Anderson Mill,Robinson Ranch
750,30.4704,-97.7701,20,5,The Golf School,Robinson Ranch
751,30.4704,-97.7701,20,NAN,The Joule School,Robinson Ranch
752,30.4704,-97.7701,20,NAN,Austin's Pioneer Montessori School,Robinson Ranch
753,30.4704,-97.7701,20,4.5,Brushy Creek Montessori School,Robinson Ranch
754,30.4704,-97.7701,20,4.8,Northwest School of Music -- Austin Music Lessons,Robinson Ranch
755,30.4704,-97.7701,20,3.5,Pearson Ranch Middle School,Robinson Ranch
756,30.4704,-97.7701,20,1,New Alternative High School,Robinson Ranch
757,30.4704,-97.7701,20,5,Wilson School of Strings,Robinson Ranch
758,30.4704,-97.7701,20,NAN,Austin Texas Real Estate License School,Robinson Ranch
759,30.4704,-97.7701,20,5,High Hopes Sports And After School,Robinson Ranch
760,30.1338,-97.6411,18,3.7,Creedmoor Elementary School,Project Catalyst
761,30.1338,-97.6411,18,4,Del Valle Middle School,Project Catalyst
762,30.1338,-97.6411,18,4.4,Del Valle Elementary School,Project Catalyst
763,30.1338,-97.6411,18,NAN,143 Smith School,Project Catalyst
764,30.1338,-97.6411,18,NAN,School Elementry,Project Catalyst
765,30.1338,-97.6411,18,NAN,Newton Collins Elementary,Project Catalyst
766,30.1338,-97.6411,18,3.2,Ojeda Middle School,Project Catalyst
767,30.1338,-97.6411,18,3.9,Smith Elementary School,Project Catalyst
768,30.1338,-97.6411,18,4,Popham Elementary School,Project Catalyst
769,30.1338,-97.6411,18,4,Austin Fire Academy,Project Catalyst
770,30.1338,-97.6411,18,NAN,Del Valle Discipline Alternative Education,Project Catalyst
771,30.1338,-97.6411,18,2.9,Del Valle High School,Project Catalyst
772,30.1338,-97.6411,18,4,TSA Check Point 2,Project Catalyst
773,30.1338,-97.6411,18,NAN,Joyful Child,Project Catalyst
774,30.1338,-97.6411,18,NAN,Red Cross,Project Catalyst
775,30.1338,-97.6411,18,NAN,Compass Flight Academy,Project Catalyst
776,30.1338,-97.6411,18,3.7,Austin Academy of Aviation,Project Catalyst
777,30.1338,-97.6411,18,4.8,Del Valle Opportunity Center,Project Catalyst
