,Latitude,Longitude,Number of schools,Rating,Schools,Site Name
576,33.904,-84.2843,18,NAN,Gwinnette College,Former GM plant
577,33.904,-84.2843,18,3.6,Cambridge College of Healthcare and Technology,Former GM plant
578,33.904,-84.2843,18,4.7,Terry Executive Education Center,Former GM plant
579,33.904,-84.2843,18,NAN,Georgia Perimeter College Office of Information Technology,Former GM plant
580,33.904,-84.2843,18,NAN,College English,Former GM plant
581,33.904,-84.2843,18,NAN,UGA Professional MBA Programs,Former GM plant
582,33.9133,-84.3888,15,NAN,Brown Mackie College Atlanta,The High Street Site
583,33.9133,-84.3888,15,4.5,Gwinnett College - Sandy Springs,The High Street Site
584,33.9133,-84.3888,15,NAN,Massey College of Business,The High Street Site
585,33.9133,-84.3888,15,NAN,College Counseling Center-Atlanta,The High Street Site
586,33.9133,-84.3888,15,1,National Accreditation-College,The High Street Site
587,33.9133,-84.3888,15,3.5,Georgia State University: Perimeter College - Dunwoody Campus,The High Street Site
588,33.9133,-84.3888,15,4.2,Technical College System of Georgia,The High Street Site
589,33.9133,-84.3888,15,5,Holy Spirit College,The High Street Site
590,33.9133,-84.3888,15,3.4,Chamberlain University College of Nursing,The High Street Site
591,33.9133,-84.3888,15,4.5,Peachtree College Planning,The High Street Site
592,33.9133,-84.3888,15,5,American College of Rheumatology,The High Street Site
593,33.9133,-84.3888,15,NAN,Gwinnette College,The High Street Site
594,33.9133,-84.3888,15,3.6,Cambridge College of Healthcare and Technology,The High Street Site
595,33.9133,-84.3888,15,4.7,Terry Executive Education Center,The High Street Site
596,33.9133,-84.3888,15,NAN,UGA Professional MBA Programs,The High Street Site
597,30.2586,-97.7444,20,3.4,Austin Community College,American-Statesman 
598,30.2586,-97.7444,20,4.8,College of Natural Sciences,American-Statesman 
599,30.2586,-97.7444,20,3.7,The College of Education,American-Statesman 
600,30.2586,-97.7444,20,4.7,Moody College of Communication,American-Statesman 
601,30.2586,-97.7444,20,4.7,College of Liberal Arts,American-Statesman 
602,30.2586,-97.7444,20,NAN,Texas State Technical College,American-Statesman 
603,30.2586,-97.7444,20,NAN,Texas College of Emergency,American-Statesman 
604,30.2586,-97.7444,20,NAN,The College of Health Care Professons,American-Statesman 
605,30.2586,-97.7444,20,NAN,College Entrance Examination,American-Statesman 
606,30.2586,-97.7444,20,4.8,University of Texas At Austin: College of Fine Arts,American-Statesman 
607,30.2586,-97.7444,20,4.3,Austin Community College: Eastview Campus,American-Statesman 
608,30.2586,-97.7444,20,5,National EMS Academy,American-Statesman 
609,30.2586,-97.7444,20,4.1,Austin Community College,American-Statesman 
610,30.2586,-97.7444,20,3.8,Austin Community College: South Austin Campus,American-Statesman 
611,30.2586,-97.7444,20,3.6,Austin Community College: Highland Business Center,American-Statesman 
612,30.2586,-97.7444,20,3,East Austin College Prep,American-Statesman 
613,30.2586,-97.7444,20,NAN,Center for Community College Student Engagement,American-Statesman 
614,30.2586,-97.7444,20,4.4,Texas Health and Science University,American-Statesman 
615,30.2586,-97.7444,20,4.1,East Austin College Prep,American-Statesman 
616,30.2586,-97.7444,20,4,ACC Auto Body Shop-Crockett,American-Statesman 
617,30.2714,-97.6647,20,3.4,Austin Community College,Eightfold
618,30.2714,-97.6647,20,4.8,College of Natural Sciences,Eightfold
619,30.2714,-97.6647,20,3.7,The College of Education,Eightfold
620,30.2714,-97.6647,20,4.7,Moody College of Communication,Eightfold
621,30.2714,-97.6647,20,4.7,College of Liberal Arts,Eightfold
622,30.2714,-97.6647,20,NAN,Texas State Technical College,Eightfold
623,30.2714,-97.6647,20,NAN,The College of Health Care Professons,Eightfold
624,30.2714,-97.6647,20,4.8,University of Texas At Austin: College of Fine Arts,Eightfold
625,30.2714,-97.6647,20,4.3,Austin Community College: Eastview Campus,Eightfold
626,30.2714,-97.6647,20,5,National EMS Academy,Eightfold
627,30.2714,-97.6647,20,4.1,Austin Community College,Eightfold
628,30.2714,-97.6647,20,3.6,Austin Community College: Highland Business Center,Eightfold
629,30.2714,-97.6647,20,4,Austin Community College: Service Center,Eightfold
630,30.2714,-97.6647,20,2.7,Altierus Career Colleges,Eightfold
631,30.2714,-97.6647,20,3,East Austin College Prep,Eightfold
632,30.2714,-97.6647,20,NAN,Center for Community College Student Engagement,Eightfold
633,30.2714,-97.6647,20,4.1,East Austin College Prep,Eightfold
634,30.2714,-97.6647,20,3.8,Vantage College Austin,Eightfold
635,30.2714,-97.6647,20,3.2,KIPP Austin College Prep,Eightfold
636,30.2714,-97.6647,20,3.5,LB Johnson Early College High School,Eightfold
637,30.199,-97.8276,13,NAN,Texas College of Emergency,Former 3M site
638,30.199,-97.8276,13,NAN,Go College Planning,Former 3M site
639,30.199,-97.8276,13,NAN,College Entrance Examination,Former 3M site
640,30.199,-97.8276,13,3.5,Austin Community College: Pinnacle Campus,Former 3M site
641,30.199,-97.8276,13,3.8,Austin Community College: South Austin Campus,Former 3M site
642,30.199,-97.8276,13,4.4,Texas Health and Science University,Former 3M site
643,30.199,-97.8276,13,4,ACC Auto Body Shop-Crockett,Former 3M site
644,30.199,-97.8276,13,NAN,Le Mans Hall,Former 3M site
645,30.199,-97.8276,13,NAN,Basil Moreau Hall,Former 3M site
646,30.199,-97.8276,13,3.5,Ayurveda Center Austin,Former 3M site
647,30.199,-97.8276,13,4.6,St. Edward's University,Former 3M site
648,30.199,-97.8276,13,NAN,Travis Early College High School,Former 3M site
649,30.199,-97.8276,13,3.4,The Texas State University System,Former 3M site
650,30.4015,-97.7268,15,NAN,College Funding Specialist,The Domain
651,30.4015,-97.7268,15,NAN,College Choice Austin,The Domain
652,30.4015,-97.7268,15,4.1,Austin Community College: Northridge Campus,The Domain
653,30.4015,-97.7268,15,4,Austin Community College: Service Center,The Domain
654,30.4015,-97.7268,15,2.7,Altierus Career Colleges,The Domain
655,30.4015,-97.7268,15,3.8,Vantage College Austin,The Domain
656,30.4015,-97.7268,15,NAN,Austin Campus,The Domain
657,30.4015,-97.7268,15,NAN,Austin Community College: Stonehollow Photographic Studio,The Domain
658,30.4015,-97.7268,15,3.2,KIPP Austin College Prep,The Domain
659,30.4015,-97.7268,15,NAN,Le Tourneau University,The Domain
660,30.4015,-97.7268,15,3.9,Virginia College in Austin,The Domain
661,30.4015,-97.7268,15,5,College Living Experience,The Domain
662,30.4015,-97.7268,15,3,University of Phoenix - Austin Campus,The Domain
663,30.4015,-97.7268,15,5,National American University Roueche Graduate Center,The Domain
664,30.4015,-97.7268,15,4.3,Austin Graduate School of Theology,The Domain
665,30.4014,-97.7147,15,NAN,College Funding Specialist,Bardmoor Campus
666,30.4014,-97.7147,15,NAN,College Choice Austin,Bardmoor Campus
667,30.4014,-97.7147,15,4.1,Austin Community College: Northridge Campus,Bardmoor Campus
668,30.4014,-97.7147,15,4,Austin Community College: Service Center,Bardmoor Campus
669,30.4014,-97.7147,15,2.7,Altierus Career Colleges,Bardmoor Campus
670,30.4014,-97.7147,15,3.8,Vantage College Austin,Bardmoor Campus
671,30.4014,-97.7147,15,NAN,Austin Campus,Bardmoor Campus
672,30.4014,-97.7147,15,NAN,Austin Community College: Stonehollow Photographic Studio,Bardmoor Campus
673,30.4014,-97.7147,15,3.2,KIPP Austin College Prep,Bardmoor Campus
674,30.4014,-97.7147,15,NAN,Le Tourneau University,Bardmoor Campus
675,30.4014,-97.7147,15,3.9,Virginia College in Austin,Bardmoor Campus
676,30.4014,-97.7147,15,5,College Living Experience,Bardmoor Campus
677,30.4014,-97.7147,15,3,University of Phoenix - Austin Campus,Bardmoor Campus
678,30.4014,-97.7147,15,5,National American University Roueche Graduate Center,Bardmoor Campus
679,30.4014,-97.7147,15,4.3,Austin Graduate School of Theology,Bardmoor Campus
680,30.4704,-97.7701,14,NAN,College Funding Specialist,Robinson Ranch
681,30.4704,-97.7701,14,4.1,Austin Community College: Northridge Campus,Robinson Ranch
682,30.4704,-97.7701,14,3.7,Austin Community College,Robinson Ranch
683,30.4704,-97.7701,14,5,College Living Experience,Robinson Ranch
684,30.4704,-97.7701,14,NAN,Austin College of Music,Robinson Ranch
685,30.4704,-97.7701,14,NAN,hi-iq academic college prospect camps upcoming camp,Robinson Ranch
686,30.4704,-97.7701,14,3.9,Concordia University Texas,Robinson Ranch
687,30.4704,-97.7701,14,NAN,Dallas Theological Seminary (DTS Austin),Robinson Ranch
688,30.4704,-97.7701,14,3,University of Phoenix - Austin Campus,Robinson Ranch
689,30.4704,-97.7701,14,3.1,"South University, Austin",Robinson Ranch
690,30.4704,-97.7701,14,4.4,Star of Texas Dental Assisting School,Robinson Ranch
691,30.4704,-97.7701,14,4.5,Austin Dental Assistant School -North,Robinson Ranch
692,30.4704,-97.7701,14,4,Austin Dental Assistant School (Round Rock),Robinson Ranch
693,30.4704,-97.7701,14,3.2,National American University,Robinson Ranch
