,City Name,Facility restaurant,Latitude,Longitude,Rating,Site Name,price_level,restaurant Total Count
383,Chicago,Morton's The Steakhouse,41.88,-87.65,4.2,Futton Market,3,20
384,Chicago,Tutto Italiano Restaurant,41.88,-87.65,4,Futton Market,2,20
385,Chicago,Athena Greek Restaurant,41.88,-87.65,4.3,Futton Market,2,20
386,Chicago,Wishbone Restaurant,41.88,-87.65,4.3,Futton Market,2,20
387,Chicago,Italian Village,41.88,-87.65,4.2,Futton Market,2,20
388,Chicago,Monteverde Restaurant & Pastificio,41.88,-87.65,4.7,Futton Market,2,20
389,Chicago,Lockwood Restaurant & Bar,41.88,-87.65,3.9,Futton Market,3,20
390,Chicago,Next,41.88,-87.65,4.7,Futton Market,4,20
391,Chicago,The Berghoff Restaurant,41.88,-87.65,4.2,Futton Market,2,20
392,Chicago,Rivers Restaurant,41.88,-87.65,3.9,Futton Market,3,20
393,Chicago,Level Two Restaurant,41.88,-87.65,4.1,Futton Market,2,20
394,Chicago,Remington's Restaurant,41.88,-87.65,4.4,Futton Market,3,20
395,Chicago,Wildfire Chicago,41.88,-87.65,4.4,Futton Market,2,20
396,Chicago,Frontera Grill,41.88,-87.65,4.4,Futton Market,2,20
397,Chicago,BIG & little's Restaurant,41.88,-87.65,4.5,Futton Market,NAN,20
398,Chicago,McCormick & Schmick's Seafood & Steaks,41.88,-87.65,4,Futton Market,2,20
399,Chicago,Chick-fil-A,41.88,-87.65,2.8,Futton Market,1,20
400,Chicago,Blackbird Restaurant,41.87,-87.63,4.4,City Center Campus,3,20
401,Chicago,Ken Kee Restaurant Hong Kong,41.87,-87.63,3.9,City Center Campus,2,20
402,Chicago,Morton's The Steakhouse,41.87,-87.63,4.2,City Center Campus,3,20
403,Chicago,Tutto Italiano Restaurant,41.87,-87.63,4,City Center Campus,2,20
404,Chicago,Athena Greek Restaurant,41.87,-87.63,4.3,City Center Campus,2,20
405,Chicago,Wishbone Restaurant,41.87,-87.63,4.3,City Center Campus,2,20
406,Chicago,Monteverde Restaurant & Pastificio,41.87,-87.63,4.7,City Center Campus,2,20
407,Chicago,Won Kow Restaurant,41.87,-87.63,4.1,City Center Campus,2,20
408,Chicago,Lockwood Restaurant & Bar,41.87,-87.63,3.9,City Center Campus,3,20
409,Chicago,Next,41.87,-87.63,4.7,City Center Campus,4,20
410,Chicago,The Berghoff Restaurant,41.87,-87.63,4.2,City Center Campus,2,20
411,Chicago,Riva Crab House,41.87,-87.63,3.8,City Center Campus,3,20
412,Chicago,Rivers Restaurant,41.87,-87.63,3.9,City Center Campus,3,20
413,Chicago,Remington's Restaurant,41.87,-87.63,4.4,City Center Campus,3,20
414,Chicago,Ahjoomah's Apron Korean Restaurant,41.87,-87.63,4.3,City Center Campus,NAN,20
415,Chicago,Frontera Grill,41.87,-87.63,4.4,City Center Campus,2,20
416,Chicago,McCormick & Schmick's Seafood & Steaks,41.87,-87.63,4,City Center Campus,2,20
417,Chicago,Chick-fil-A,41.87,-87.63,2.8,City Center Campus,1,20
418,Chicago,P.F. Chang's,41.87,-87.63,3.9,City Center Campus,2,20
419,Chicago,Mastro's Steakhouse,41.87,-87.63,4.4,City Center Campus,3,20
420,Chicago,Blackbird Restaurant,41.87,-87.62,4.4,The Downtown District,3,20
421,Chicago,Ken Kee Restaurant Hong Kong,41.87,-87.62,3.9,The Downtown District,2,20
422,Chicago,Morton's The Steakhouse,41.87,-87.62,4.2,The Downtown District,3,20
423,Chicago,Tutto Italiano Restaurant,41.87,-87.62,4,The Downtown District,2,20
424,Chicago,Athena Greek Restaurant,41.87,-87.62,4.3,The Downtown District,2,20
425,Chicago,Won Kow Restaurant,41.87,-87.62,4.1,The Downtown District,2,20
426,Chicago,Lockwood Restaurant & Bar,41.87,-87.62,3.9,The Downtown District,3,20
427,Chicago,The Berghoff Restaurant,41.87,-87.62,4.2,The Downtown District,2,20
428,Chicago,Riva Crab House,41.87,-87.62,3.8,The Downtown District,3,20
429,Chicago,Remington's Restaurant,41.87,-87.62,4.4,The Downtown District,3,20
430,Chicago,Ahjoomah's Apron Korean Restaurant,41.87,-87.62,4.3,The Downtown District,NAN,20
431,Chicago,Frontera Grill,41.87,-87.62,4.4,The Downtown District,2,20
432,Chicago,McCormick & Schmick's Seafood & Steaks,41.87,-87.62,4,The Downtown District,2,20
433,Chicago,Chick-fil-A,41.87,-87.62,2.8,The Downtown District,1,20
434,Chicago,P.F. Chang's,41.87,-87.62,3.9,The Downtown District,2,20
435,Chicago,Mastro's Steakhouse,41.87,-87.62,4.4,The Downtown District,3,20
436,Chicago,SUBWAY®Restaurants,41.87,-87.62,3.4,The Downtown District,1,20
437,Chicago,SUBWAY®Restaurants,41.87,-87.62,3.2,The Downtown District,1,20
438,Chicago,Levy Restaurants,41.87,-87.62,5,The Downtown District,NAN,20
439,Chicago,Bandera,41.87,-87.62,4.4,The Downtown District,2,20
440,Chicago,Athena Greek Restaurant,41.86,-87.67,4.3,The Illinois Medical District,2,20
441,Chicago,Wishbone Restaurant,41.86,-87.67,4.3,The Illinois Medical District,2,20
442,Chicago,Monteverde Restaurant & Pastificio,41.86,-87.67,4.7,The Illinois Medical District,2,20
443,Chicago,Chick-fil-A,41.86,-87.67,2.8,The Illinois Medical District,1,20
444,Chicago,Panda Express,41.86,-87.67,4.3,The Illinois Medical District,NAN,20
445,Chicago,Chipotle Mexican Grill,41.86,-87.67,4.1,The Illinois Medical District,1,20
446,Chicago,Jason's Deli,41.86,-87.67,4.3,The Illinois Medical District,1,20
447,Chicago,Panda Express,41.86,-87.67,2.8,The Illinois Medical District,1,20
448,Chicago,Chipotle Mexican Grill,41.86,-87.67,4,The Illinois Medical District,1,20
449,Chicago,Panda Express,41.86,-87.67,4,The Illinois Medical District,1,20
450,Chicago,Wingstop,41.86,-87.67,3.8,The Illinois Medical District,1,20
451,Chicago,Au Bon Pain,41.86,-87.67,3.4,The Illinois Medical District,2,20
452,Chicago,Popeyes Louisiana Kitchen,41.86,-87.67,3.3,The Illinois Medical District,1,20
453,Chicago,Popeyes Louisiana Kitchen,41.86,-87.67,3.2,The Illinois Medical District,1,20
454,Chicago,Giordano's,41.86,-87.67,4.3,The Illinois Medical District,2,20
455,Chicago,Au Bon Pain,41.86,-87.67,4,The Illinois Medical District,NAN,20
456,Chicago,Au Bon Pain,41.86,-87.67,4.6,The Illinois Medical District,2,20
457,Chicago,Wingstop,41.86,-87.67,3.2,The Illinois Medical District,1,20
458,Chicago,Wingstop,41.86,-87.67,3.8,The Illinois Medical District,1,20
459,Chicago,Giordano's,41.86,-87.67,4.1,The Illinois Medical District,1,20
460,Chicago,Ken Kee Restaurant Hong Kong,41.85,-87.66,3.9,The 78,2,20
461,Chicago,Won Kow Restaurant,41.85,-87.66,4.1,The 78,2,20
462,Chicago,Ahjoomah's Apron Korean Restaurant,41.85,-87.66,4.3,The 78,NAN,20
463,Chicago,Chick-fil-A,41.85,-87.66,2.8,The 78,1,20
464,Chicago,Panda Express,41.85,-87.66,4.3,The 78,NAN,20
465,Chicago,Jason's Deli,41.85,-87.66,4.3,The 78,1,20
466,Chicago,Chipotle Mexican Grill,41.85,-87.66,4.1,The 78,1,20
467,Chicago,Wingstop,41.85,-87.66,3.8,The 78,1,20
468,Chicago,Panda Express,41.85,-87.66,2.8,The 78,1,20
469,Chicago,Wingstop,41.85,-87.66,3.2,The 78,1,20
470,Chicago,Wingstop,41.85,-87.66,3.8,The 78,1,20
471,Chicago,Giordano's,41.85,-87.66,4.1,The 78,1,20
472,Chicago,Popeyes Louisiana Kitchen,41.85,-87.66,4,The 78,1,20
473,Chicago,Popeyes Louisiana Kitchen,41.85,-87.66,3.8,The 78,1,20
474,Chicago,Noodles and Company,41.85,-87.66,3.5,The 78,2,20
475,Chicago,S.K.Y.,41.85,-87.66,4.6,The 78,3,20
476,Chicago,The Rosebud,41.85,-87.66,4.4,The 78,2,20
477,Chicago,Bacchanalia,41.85,-87.66,4.7,The 78,2,20
478,Chicago,Phoenix Restaurant,41.85,-87.66,4.1,The 78,2,20
479,Chicago,Dolo Restaurant and Bar,41.85,-87.66,4.2,The 78,NAN,20
480,Chicago,Peach's Restaurant,41.83,-87.6,4.2,Burnham Lakefront,NAN,18
481,Chicago,Yassa African Restaurant,41.83,-87.6,4.6,Burnham Lakefront,NAN,18
482,Chicago,Italian Fiesta Pizzeria,41.83,-87.6,3.4,Burnham Lakefront,1,18
483,Chicago,Pearl's Place,41.83,-87.6,4.1,Burnham Lakefront,2,18
484,Chicago,SUBWAY®Restaurants,41.83,-87.6,3,Burnham Lakefront,1,18
485,Chicago,Subway,41.83,-87.6,4.4,Burnham Lakefront,1,18
486,Chicago,Culver's,41.83,-87.6,4.1,Burnham Lakefront,NAN,18
487,Chicago,Popeyes Louisiana Kitchen,41.83,-87.6,2.7,Burnham Lakefront,1,18
488,Chicago,Popeyes Louisiana Kitchen,41.83,-87.6,2.9,Burnham Lakefront,1,18
489,Chicago,270 Degrees Restaurant,41.83,-87.6,NAN,Burnham Lakefront,NAN,18
490,Chicago,Truth Italian Restaurant,41.83,-87.6,4.2,Burnham Lakefront,2,18
491,Chicago,SUBWAY®Restaurants,41.83,-87.6,3.6,Burnham Lakefront,1,18
492,Chicago,Won Kow Restaurant,41.83,-87.6,4.1,Burnham Lakefront,2,18
493,Chicago,Evergreen Restaurant,41.83,-87.6,4.2,Burnham Lakefront,2,18
494,Chicago,Ma Gong La Po Restaurant,41.83,-87.6,3.5,Burnham Lakefront,NAN,18
495,Chicago,Lake Shore Cafe,41.83,-87.6,4.2,Burnham Lakefront,2,18
496,Chicago,Seven Treasures Cantonese Restaurant,41.83,-87.6,4.2,Burnham Lakefront,2,18
497,Chicago,Three Happiness Restaurant,41.83,-87.6,4,Burnham Lakefront,2,18
498,Raleigh,Tandoor Indian Restaurant,35.9,-78.87,3.7,Research Triangle Park,2,20
499,Raleigh,El Dorado Mexican Restaurant,35.9,-78.87,4.2,Research Triangle Park,1,20
500,Raleigh,Mez Contemporary Mexican,35.9,-78.87,4.1,Research Triangle Park,2,20
501,Raleigh,Golden Corral,35.9,-78.87,4,Research Triangle Park,1,20
502,Raleigh,Page Road Grill,35.9,-78.87,4.3,Research Triangle Park,NAN,20
503,Raleigh,Cilantro Grill,35.9,-78.87,3,Research Triangle Park,2,20
504,Raleigh,Arby's,35.9,-78.87,4,Research Triangle Park,1,20
505,Raleigh,Arby's,35.9,-78.87,3.8,Research Triangle Park,1,20
506,Raleigh,Hardee's,35.9,-78.87,2.9,Research Triangle Park,1,20
507,Raleigh,Chick-fil-A,35.9,-78.87,4.4,Research Triangle Park,1,20
508,Raleigh,Backyard BBQ Pit,35.9,-78.87,4.5,Research Triangle Park,2,20
509,Raleigh,Vit Goal Tofu Restaurant,35.9,-78.87,4.4,Research Triangle Park,NAN,20
510,Raleigh,Baba Ghannouj Restaurant & Catering,35.9,-78.87,4.4,Research Triangle Park,NAN,20
511,Raleigh,Benetis Restaurant,35.9,-78.87,4.5,Research Triangle Park,2,20
512,Raleigh,Newton's Restaurant & Lounge,35.9,-78.87,4,Research Triangle Park,NAN,20
513,Raleigh,Humble Pie Restaurant,35.9,-78.87,NAN,Research Triangle Park,NAN,20
514,Raleigh,Serena Sicilian Influenced Gastropub,35.9,-78.87,3.7,Research Triangle Park,NAN,20
515,Raleigh,SUBWAY®Restaurants,35.9,-78.87,3.9,Research Triangle Park,1,20
516,Raleigh,Brigs at the Park Restaurant,35.9,-78.87,4.5,Research Triangle Park,2,20
517,Raleigh,Pho 9N9 Vietnamese Restaurant,35.9,-78.87,3.6,Research Triangle Park,2,20
518,Raleigh,Panda Garden,35.85,-79.08,3.6,Chatham Park,2,6
519,Raleigh,Guanajuato Mexican Restaurant,35.85,-79.08,4.3,Chatham Park,NAN,6
520,Raleigh,Moon Asian Bistro,35.85,-79.08,4.2,Chatham Park,NAN,6
521,Raleigh,SUBWAY®Restaurants,35.85,-79.08,4,Chatham Park,1,6
522,Raleigh,Subway,35.85,-79.08,3,Chatham Park,1,6
523,Raleigh,SUBWAY®Restaurants,35.85,-79.08,2.1,Chatham Park,1,6
524,Raleigh,Second Empire Restaurant and Tavern,35.77,-78.64,4.6,Warehouse District,3,20
525,Raleigh,Five Star Restaurant,35.77,-78.64,4.4,Warehouse District,2,20
526,Raleigh,Mecca Restaurant,35.77,-78.64,4.1,Warehouse District,2,20
527,Raleigh,Side Street Restaurant,35.77,-78.64,4.5,Warehouse District,1,20
528,Raleigh,Bida Manda Laotian Restaurant and Bar,35.77,-78.64,4.7,Warehouse District,2,20
529,Raleigh,State Farmers Market Restaurant,35.77,-78.64,4.4,Warehouse District,1,20
530,Raleigh,Tuscan Blu Italian Restaurant,35.77,-78.64,3.8,Warehouse District,2,20
531,Raleigh,Parkside Restaurant,35.77,-78.64,4.5,Warehouse District,1,20
532,Raleigh,Moe's Southwest Grill,35.77,-78.64,2.7,Warehouse District,1,20
533,Raleigh,Chick-fil-A,35.77,-78.64,4,Warehouse District,1,20
534,Raleigh,McDonald's,35.77,-78.64,2.8,Warehouse District,1,20
535,Raleigh,Tupelo Honey,35.77,-78.64,4.2,Warehouse District,2,20
536,Raleigh,Chipotle Mexican Grill,35.77,-78.64,4.3,Warehouse District,1,20
537,Raleigh,Chick-fil-A,35.77,-78.64,4.2,Warehouse District,1,20
538,Raleigh,Donatos Pizza,35.77,-78.64,4.2,Warehouse District,1,20
539,Raleigh,Mellow Mushroom,35.77,-78.64,4.4,Warehouse District,NAN,20
540,Raleigh,Church's Chicken,35.77,-78.64,3.8,Warehouse District,1,20
541,Raleigh,Jasmin Mediterranean Bistro,35.77,-78.64,4.4,Warehouse District,2,20
542,Raleigh,Brewery Bhavana,35.77,-78.64,4.6,Warehouse District,1,20
543,Raleigh,Poole's,35.77,-78.64,4.4,Warehouse District,3,20
544,Atlanta,Fifth Group Restaurants,33.7615,-84.3856,3.5,Downtown Atlanta,NAN,20
545,Atlanta,Georgia Restaurant Association,33.7615,-84.3856,NAN,Downtown Atlanta,NAN,20
546,Atlanta,Escobar Restaurant & Tapas,33.7615,-84.3856,3.4,Downtown Atlanta,NAN,20
547,Atlanta,Livingston,33.7615,-84.3856,3.9,Downtown Atlanta,NAN,20
548,Atlanta,Paschal's Restaurant,33.7615,-84.3856,3.8,Downtown Atlanta,2,20
549,Atlanta,Serpas,33.7615,-84.3856,4.5,Downtown Atlanta,2,20
550,Atlanta,Jamrock Restaurant,33.7615,-84.3856,4.3,Downtown Atlanta,2,20
551,Atlanta,Agave Restaurant,33.7615,-84.3856,4.4,Downtown Atlanta,2,20
552,Atlanta,BQE Restaurant & Lounge,33.7615,-84.3856,3.9,Downtown Atlanta,NAN,20
553,Atlanta,Simon's Restaurant,33.7615,-84.3856,4.1,Downtown Atlanta,2,20
554,Atlanta,Dugan's Restaurant,33.7615,-84.3856,4,Downtown Atlanta,NAN,20
555,Atlanta,W. H. Stiles Fish Camp,33.7615,-84.3856,4.3,Downtown Atlanta,2,20
556,Atlanta,The Optimist,33.7615,-84.3856,4.6,Downtown Atlanta,3,20
557,Atlanta,SUBWAY®Restaurants,33.7615,-84.3856,3.1,Downtown Atlanta,1,20
558,Atlanta,SUBWAY®Restaurants,33.7615,-84.3856,3,Downtown Atlanta,1,20
559,Atlanta,Popeyes Louisiana Kitchen,33.7615,-84.3856,3.5,Downtown Atlanta,1,20
560,Atlanta,The Melting Pot,33.7615,-84.3856,4.3,Downtown Atlanta,2,20
561,Atlanta,Levy Restaurants at the Georgia World Congress Center,33.7615,-84.3856,3.4,Downtown Atlanta,NAN,20
562,Atlanta,Moe's Southwest Grill,33.7615,-84.3856,3.3,Downtown Atlanta,1,20
563,Atlanta,Six Feet Under Pub & Fish House,33.7615,-84.3856,4.3,Downtown Atlanta,NAN,20
564,Atlanta,The Avenue Restaurant At The Waters Hotel,34.5129,-93.0431,4.5,Midtown,NAN,20
565,Atlanta,Via Roma Italian Restaurant,34.5129,-93.0431,4.2,Midtown,2,20
566,Atlanta,Rolando's Restaurante,34.5129,-93.0431,4.2,Midtown,2,20
567,Atlanta,Angels Italian Restaurant,34.5129,-93.0431,3.5,Midtown,NAN,20
568,Atlanta,Sam's Southern Eatery,34.5129,-93.0431,4.4,Midtown,NAN,20
569,Atlanta,Popeyes Louisiana Kitchen,34.5129,-93.0431,4,Midtown,1,20
570,Atlanta,Hardee's,34.5129,-93.0431,3.1,Midtown,1,20
571,Atlanta,Sonic Drive-In,34.5129,-93.0431,3.6,Midtown,1,20
572,Atlanta,Burger King,34.5129,-93.0431,3.7,Midtown,1,20
573,Atlanta,Dairy Queen,34.5129,-93.0431,3.8,Midtown,1,20
574,Atlanta,Steinhaus Keller,34.5129,-93.0431,4.3,Midtown,NAN,20
575,Atlanta,Bubbalu's,34.5129,-93.0431,3.8,Midtown,1,20
576,Atlanta,Belle Arti,34.5129,-93.0431,3.9,Midtown,3,20
577,Atlanta,Picante's Mexican Grill,34.5129,-93.0431,3.9,Midtown,2,20
578,Atlanta,Angels In the Park featuring Chef Rosario,34.5129,-93.0431,4.4,Midtown,NAN,20
579,Atlanta,Colorado Grill,34.5129,-93.0431,4.4,Midtown,NAN,20
580,Atlanta,Taco Bell,34.5129,-93.0431,3.4,Midtown,1,20
581,Atlanta,Taco Mama,34.5129,-93.0431,4.3,Midtown,NAN,20
582,Atlanta,McDonald's,34.5129,-93.0431,3.3,Midtown,1,20
583,Atlanta,La Bodeguita,34.5129,-93.0431,4.4,Midtown,NAN,20
584,Atlanta,A-Priori Bar & Restaurant,33.904,-84.2843,4.8,Former GM plant,2,20
585,Atlanta,La Casona Colombian Restaurant,33.904,-84.2843,4.2,Former GM plant,1,20
586,Atlanta,Yen Jing Chinese Restaurant,33.904,-84.2843,4.2,Former GM plant,2,20
587,Atlanta,Al-Amin Supermarket & Restaurant,33.904,-84.2843,4.1,Former GM plant,NAN,20
588,Atlanta,Baldinos Giant Jersey Subs,33.904,-84.2843,4.6,Former GM plant,2,20
589,Atlanta,Monterrey Mexican Restaurant,33.904,-84.2843,4.3,Former GM plant,1,20
590,Atlanta,IHOP,33.904,-84.2843,3.4,Former GM plant,1,20
591,Atlanta,Wingstop,33.904,-84.2843,3.6,Former GM plant,1,20
592,Atlanta,Checkers,33.904,-84.2843,3.4,Former GM plant,1,20
593,Atlanta,Arby's,33.904,-84.2843,4,Former GM plant,1,20
594,Atlanta,Five Guys,33.904,-84.2843,4.4,Former GM plant,2,20
595,Atlanta,Zaxby's Chicken Fingers & Buffalo Wings,33.904,-84.2843,3.8,Former GM plant,1,20
596,Atlanta,Chick-fil-A,33.904,-84.2843,4,Former GM plant,1,20
597,Atlanta,Ming's BBQ,33.904,-84.2843,3.8,Former GM plant,2,20
598,Atlanta,El Taco Veloz,33.904,-84.2843,4.4,Former GM plant,1,20
599,Atlanta,Coaxum's,33.904,-84.2843,3.2,Former GM plant,NAN,20
600,Atlanta,Church's Chicken,33.904,-84.2843,3.6,Former GM plant,1,20
601,Atlanta,Shoya Izakaya,33.904,-84.2843,4.6,Former GM plant,3,20
602,Atlanta,Burger King,33.904,-84.2843,3.3,Former GM plant,1,20
603,Atlanta,Shaking Crawfish,33.904,-84.2843,3.7,Former GM plant,NAN,20
604,Atlanta,Zafron Restaurant,33.9133,-84.3888,4.3,The High Street Site,3,20
605,Atlanta,Cafe Sunflower Sandy Springs,33.9133,-84.3888,4.4,The High Street Site,2,20
606,Atlanta,JINYA Ramen Bar,33.9133,-84.3888,4.6,The High Street Site,2,20
607,Atlanta,Taziki's Mediterranean Cafe,33.9133,-84.3888,4.3,The High Street Site,NAN,20
608,Atlanta,Moe's Southwest Grill,33.9133,-84.3888,3.8,The High Street Site,1,20
609,Atlanta,Chipotle Mexican Grill,33.9133,-84.3888,3.3,The High Street Site,1,20
610,Atlanta,IHOP,33.9133,-84.3888,3.8,The High Street Site,1,20
611,Atlanta,Zoës Kitchen,33.9133,-84.3888,4.5,The High Street Site,NAN,20
612,Atlanta,Chick-fil-A,33.9133,-84.3888,3.9,The High Street Site,1,20
613,Atlanta,Five Guys,33.9133,-84.3888,4.1,The High Street Site,1,20
614,Atlanta,Panda Express,33.9133,-84.3888,3.8,The High Street Site,1,20
615,Atlanta,Barberitos Southwestern Grille and Cantina,33.9133,-84.3888,3.1,The High Street Site,NAN,20
616,Atlanta,El Taco Veloz,33.9133,-84.3888,4.2,The High Street Site,NAN,20
617,Atlanta,Kaiser's Chophouse,33.9133,-84.3888,4.5,The High Street Site,3,20
618,Atlanta,El Azteca,33.9133,-84.3888,3.6,The High Street Site,2,20
619,Atlanta,Chef Rob's Caribbean Cafe & Upscale Lounge,33.9133,-84.3888,3.8,The High Street Site,NAN,20
620,Atlanta,Under The Cork Tree,33.9133,-84.3888,4.5,The High Street Site,3,20
621,Atlanta,Brooklyn Cafe,33.9133,-84.3888,4.6,The High Street Site,1,20
622,Atlanta,Rumi's Kitchen,33.9133,-84.3888,4.5,The High Street Site,2,20
623,Atlanta,Restaurants Consulting Group,33.9133,-84.3888,2,The High Street Site,NAN,20
624,Austin,Jeffrey's,30.2586,-97.7444,4.3,American-Statesman ,3,20
625,Austin,TRIO Restaurant,30.2586,-97.7444,4.3,American-Statesman ,3,20
626,Austin,Wink,30.2586,-97.7444,4.3,American-Statesman ,3,20
627,Austin,Polvo's Mexican Restaurant,30.2586,-97.7444,4.1,American-Statesman ,2,20
628,Austin,Uchi,30.2586,-97.7444,4.6,American-Statesman ,3,20
629,Austin,Baby Acapulco,30.2586,-97.7444,3.8,American-Statesman ,2,20
630,Austin,Caroline Restaurant,30.2586,-97.7444,4,American-Statesman ,2,20
631,Austin,P.F. Chang's,30.2586,-97.7444,4,American-Statesman ,2,20
632,Austin,Gloria's Latin Cuisine,30.2586,-97.7444,4.4,American-Statesman ,2,20
633,Austin,Eddie V's Prime Seafood,30.2586,-97.7444,4.6,American-Statesman ,3,20
634,Austin,Wilder Wood Restaurant and Bar,30.2586,-97.7444,4.2,American-Statesman ,2,20
635,Austin,Snooze an A.M. Eatery,30.2586,-97.7444,4.5,American-Statesman ,2,20
636,Austin,Roaring Fork,30.2586,-97.7444,4.2,American-Statesman ,3,20
637,Austin,Chuy's,30.2586,-97.7444,4.2,American-Statesman ,2,20
638,Austin,SUBWAY®Restaurants,30.2586,-97.7444,3.4,American-Statesman ,1,20
639,Austin,Chipotle,30.2586,-97.7444,4,American-Statesman ,1,20
640,Austin,Chi'Lantro,30.2586,-97.7444,4.4,American-Statesman ,1,20
641,Austin,Chuy's Restaurants Home Office,30.2586,-97.7444,4.4,American-Statesman ,NAN,20
642,Austin,Hooters,30.2586,-97.7444,3.1,American-Statesman ,1,20
643,Austin,Threadgill's,30.2586,-97.7444,3.7,American-Statesman ,2,20
644,Austin,SUBWAY®Restaurants,30.2714,-97.6647,4.1,Eightfold,1,1
645,Austin,Chuy's,30.199,-97.8276,4.4,Former 3M site,NAN,20
646,Austin,Casa Garcia's,30.199,-97.8276,4.2,Former 3M site,2,20
647,Austin,Cafe Malta,30.199,-97.8276,4.3,Former 3M site,2,20
648,Austin,Hao Hao Restaurant,30.199,-97.8276,4.1,Former 3M site,2,20
649,Austin,Culver's,30.199,-97.8276,4.1,Former 3M site,1,20
650,Austin,Taco Cabana,30.199,-97.8276,3.1,Former 3M site,1,20
651,Austin,Whataburger,30.199,-97.8276,3.7,Former 3M site,1,20
652,Austin,Whataburger,30.199,-97.8276,4.1,Former 3M site,1,20
653,Austin,Sonic Drive-In,30.199,-97.8276,3.6,Former 3M site,1,20
654,Austin,Five Guys,30.199,-97.8276,4.2,Former 3M site,1,20
655,Austin,La Familia Mexican Restaurant,30.199,-97.8276,4,Former 3M site,2,20
656,Austin,La Posada,30.199,-97.8276,4.3,Former 3M site,2,20
657,Austin,Casa Arandinas Mexican Restaurant,30.199,-97.8276,5,Former 3M site,NAN,20
658,Austin,SUBWAY RESTAURANT,30.199,-97.8276,4.1,Former 3M site,NAN,20
659,Austin,Panda Express,30.199,-97.8276,3.3,Former 3M site,1,20
660,Austin,Sonic Drive-In,30.199,-97.8276,3.7,Former 3M site,1,20
661,Austin,Flores Mexican Restaurant,30.199,-97.8276,4.2,Former 3M site,NAN,20
662,Austin,Taco Cabana,30.199,-97.8276,3.2,Former 3M site,1,20
663,Austin,Popeyes Louisiana Kitchen,30.199,-97.8276,4,Former 3M site,1,20
664,Austin,SUBWAY®Restaurants,30.199,-97.8276,2.4,Former 3M site,1,20
665,Austin,Copper Restaurant & Dessert Lounge,30.4015,-97.7268,4.1,The Domain,2,20
666,Austin,BJ's Restaurant & Brewhouse,30.4015,-97.7268,4,The Domain,2,20
667,Austin,North Italia,30.4015,-97.7268,4.2,The Domain,2,20
668,Austin,BRIO Tuscan Grille,30.4015,-97.7268,4.1,The Domain,NAN,20
669,Austin,JINYA Ramen Bar,30.4015,-97.7268,4.2,The Domain,2,20
670,Austin,P.F. Chang's,30.4015,-97.7268,4.1,The Domain,2,20
671,Austin,Buca di Beppo Italian Restaurant,30.4015,-97.7268,3.9,The Domain,2,20
672,Austin,Carrabba's Italian Grill,30.4015,-97.7268,4,The Domain,1,20
673,Austin,Jack In The Box,30.4015,-97.7268,3.5,The Domain,1,20
674,Austin,Culver's,30.4015,-97.7268,4.4,The Domain,1,20
675,Austin,Z'Tejas Mexican Restaurant and Grill,30.4015,-97.7268,4.1,The Domain,2,20
676,Austin,Roaring Fork,30.4015,-97.7268,4.4,The Domain,NAN,20
677,Austin,Pappadeaux Seafood Kitchen,30.4015,-97.7268,4.4,The Domain,NAN,20
678,Austin,California Pizza Kitchen at The Domain,30.4015,-97.7268,3.9,The Domain,2,20
679,Austin,Manuel's,30.4015,-97.7268,3.9,The Domain,2,20
680,Austin,Zoës Kitchen,30.4015,-97.7268,3.7,The Domain,NAN,20
681,Austin,Eddie V's Prime Seafood,30.4015,-97.7268,4.6,The Domain,3,20
682,Austin,Chuy's,30.4015,-97.7268,4.3,The Domain,2,20
683,Austin,Jason's Deli,30.4015,-97.7268,4.1,The Domain,2,20
684,Austin,The Cheesecake Factory,30.4015,-97.7268,3.9,The Domain,2,20
685,Austin,Copper Restaurant & Dessert Lounge,30.4014,-97.7147,4.1,Bardmoor Campus,2,20
686,Austin,BJ's Restaurant & Brewhouse,30.4014,-97.7147,4,Bardmoor Campus,2,20
687,Austin,North Italia,30.4014,-97.7147,4.2,Bardmoor Campus,2,20
688,Austin,Buca di Beppo Italian Restaurant,30.4014,-97.7147,3.9,Bardmoor Campus,2,20
689,Austin,Roaring Fork,30.4014,-97.7147,4.4,Bardmoor Campus,NAN,20
690,Austin,California Pizza Kitchen at The Domain,30.4014,-97.7147,3.9,Bardmoor Campus,2,20
691,Austin,Wingstop,30.4014,-97.7147,3.6,Bardmoor Campus,1,20
692,Austin,Jack In The Box,30.4014,-97.7147,3.5,Bardmoor Campus,1,20
693,Austin,Culver's,30.4014,-97.7147,4.4,Bardmoor Campus,1,20
694,Austin,Taco Cabana,30.4014,-97.7147,3.2,Bardmoor Campus,1,20
695,Austin,Shake Shack - The Domain,30.4014,-97.7147,3.9,Bardmoor Campus,1,20
696,Austin,Flower Child,30.4014,-97.7147,4.6,Bardmoor Campus,2,20
697,Austin,Gloria's Latin Cuisine,30.4014,-97.7147,4.2,Bardmoor Campus,2,20
698,Austin,Panda Express,30.4014,-97.7147,3.7,Bardmoor Campus,1,20
699,Austin,Chipotle Mexican Grill,30.4014,-97.7147,4,Bardmoor Campus,1,20
700,Austin,Chi'lantro,30.4014,-97.7147,4.2,Bardmoor Campus,1,20
701,Austin,Sonic Drive-In,30.4014,-97.7147,3.6,Bardmoor Campus,1,20
702,Austin,Wienerschnitzel,30.4014,-97.7147,4.1,Bardmoor Campus,1,20
